timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1528090288415,799,get devices,200,OK,REST 1-16,text,true,,71877,624,917,917,793,0,2
1528090288422,792,login,200,OK,REST 1-170,text,true,,617,278,917,917,792,0,0
1528090288425,792,login,200,OK,REST 1-174,text,true,,617,278,920,920,792,0,0
1528090288431,814,login,200,OK,REST 1-180,text,true,,617,278,946,946,813,0,0
1528090288428,819,get devices,200,OK,REST 1-21,text,true,,71877,624,947,947,812,0,0
1528090288433,814,login,200,OK,REST 1-183,text,true,,617,278,947,947,814,0,1
1528090288436,813,login,200,OK,REST 1-185,text,true,,617,278,950,950,813,0,1
1528090288439,813,login,200,OK,REST 1-189,text,true,,617,278,953,953,813,0,0
1528090288441,840,get devices,200,OK,REST 1-25,text,true,,71877,624,982,982,834,0,1
1528090288445,860,get devices,200,OK,REST 1-27,text,true,,71877,624,1006,1006,854,0,0
1528090288447,882,get devices,200,OK,REST 1-28,text,true,,71877,624,1026,1026,876,0,1
1528090288453,898,login,200,OK,REST 1-199,text,true,,617,278,1049,1049,898,0,0
1528090288450,903,get devices,200,OK,REST 1-29,text,true,,71877,624,1050,1050,897,0,0
1528090288455,898,login,200,OK,REST 1-202,text,true,,617,278,1050,1050,898,0,1
1528090288457,899,login,200,OK,REST 1-204,text,true,,617,278,1053,1053,899,0,1
1528090288460,898,login,200,OK,REST 1-207,text,true,,617,278,1055,1055,898,0,1
1528090288464,897,login,200,OK,REST 1-210,text,true,,617,278,1059,1059,897,0,0
1528090288486,878,login,200,OK,REST 1-232,text,true,,617,278,1061,1061,878,0,2
1528090288487,880,login,200,OK,REST 1-233,text,true,,617,278,1064,1064,880,0,2
1528090288493,935,create devices,200,OK,REST 1-6,text,true,,242,912,1121,1121,935,0,0
1528090288575,856,login,200,OK,REST 1-317,text,true,,617,278,1124,1124,856,0,0
1528090288605,835,login,200,OK,REST 1-346,text,true,,617,278,1133,1133,835,0,1
1528090288582,855,login,200,OK,REST 1-324,text,true,,617,278,1130,1130,855,0,0
1528090288578,856,login,200,OK,REST 1-321,text,true,,617,278,1126,1126,856,0,1
1528090288606,837,login,200,OK,REST 1-347,text,true,,617,278,1136,1136,837,0,1
1528090288611,834,login,200,OK,REST 1-352,text,true,,617,278,1138,1138,834,0,0
1528090288638,835,login,200,OK,REST 1-375,text,true,,617,278,1167,1167,835,0,1
1528090288431,1044,get devices,200,OK,REST 1-22,text,true,,72043,624,1169,1169,1038,0,0
1528090288639,837,login,200,OK,REST 1-376,text,true,,617,278,1169,1169,837,0,2
1528090288663,815,login,200,OK,REST 1-395,text,true,,617,278,1171,1171,815,0,2
1528090288464,1044,get devices,200,OK,REST 1-34,text,true,,72043,624,1200,1200,1038,0,0
1528090288670,908,create devices,200,OK,REST 1-9,text,true,,242,912,1200,1200,908,0,1
1528090288673,909,login,200,OK,REST 1-405,text,true,,617,278,1200,1200,909,0,0
1528090288675,909,login,200,OK,REST 1-407,text,true,,617,278,1200,1200,909,0,1
1528090288678,909,login,200,OK,REST 1-409,text,true,,617,278,1200,1200,909,0,0
1528090288681,909,login,200,OK,REST 1-413,text,true,,617,278,1200,1200,909,0,0
1528090288683,910,login,200,OK,REST 1-415,text,true,,617,278,1200,1200,910,0,1
1528090288686,909,login,200,OK,REST 1-418,text,true,,617,278,1200,1200,909,0,1
1528090288689,909,login,200,OK,REST 1-421,text,true,,617,278,1200,1200,909,0,2
1528090288692,909,login,200,OK,REST 1-424,text,true,,617,278,1200,1200,909,0,0
1528090288695,908,login,200,OK,REST 1-427,text,true,,617,278,1200,1200,908,0,1
1528090288698,908,login,200,OK,REST 1-430,text,true,,617,278,1200,1200,908,0,0
1528090288700,909,login,200,OK,REST 1-432,text,true,,617,278,1200,1200,909,0,1
1528090288706,931,login,200,OK,REST 1-438,text,true,,617,278,1200,1200,931,0,1
1528090288704,935,get devices,200,OK,REST 1-55,text,true,,72209,624,1200,1200,928,0,0
1528090288708,931,login,200,OK,REST 1-441,text,true,,617,278,1200,1200,931,0,1
1528090288712,929,login,200,OK,REST 1-444,text,true,,617,278,1200,1200,929,0,0
1528090288715,928,login,200,OK,REST 1-447,text,true,,617,278,1200,1200,928,0,0
1528090288717,929,login,200,OK,REST 1-449,text,true,,617,278,1200,1200,929,0,1
1528090288723,951,login,200,OK,REST 1-455,text,true,,617,278,1200,1200,951,0,1
1528090288721,955,get devices,200,OK,REST 1-62,text,true,,72209,624,1200,1200,949,0,1
1528090288725,951,login,200,OK,REST 1-457,text,true,,617,278,1200,1200,951,0,1
1528090288731,972,login,200,OK,REST 1-463,text,true,,617,278,1200,1200,972,0,1
1528090288729,977,get devices,200,OK,REST 1-65,text,true,,72209,624,1200,1200,970,0,0
1528090288737,993,login,200,OK,REST 1-469,text,true,,617,278,1200,1200,993,0,1
1528090288735,996,get devices,200,OK,REST 1-67,text,true,,72209,624,1200,1200,990,0,0
1528090288739,993,login,200,OK,REST 1-472,text,true,,617,278,1200,1200,993,0,1
1528090288772,975,login,200,OK,REST 1-499,text,true,,617,278,1200,1200,975,0,2
1528090288748,993,login,200,OK,REST 1-480,text,true,,617,278,1200,1200,993,0,0
1528090288877,889,login,200,OK,REST 1-599,text,true,,617,278,1200,1200,889,0,1
1528090288771,991,login,200,OK,REST 1-498,text,true,,617,278,1200,1200,976,0,1
1528090288744,1003,login,200,OK,REST 1-477,text,true,,617,278,1200,1200,1003,0,1
1528090288742,992,login,200,OK,REST 1-474,text,true,,617,278,1200,1200,992,0,1
1528090288777,981,login,200,OK,REST 1-504,text,true,,617,278,1200,1200,981,0,0
1528090288704,1075,login,200,OK,REST 1-436,text,true,,617,278,1200,1200,1075,0,0
1528090288696,1085,get devices,200,OK,REST 1-53,text,true,,72209,624,1200,1200,1079,0,0
1528090288921,916,edit devices,200,OK,REST 1-2,text,true,,186,793,1200,1200,916,0,1
1528090288939,901,login,200,OK,REST 1-658,text,true,,617,278,1200,1200,901,0,2
1528090288943,900,login,200,OK,REST 1-662,text,true,,617,278,1200,1200,900,0,2
1528090288944,902,login,200,OK,REST 1-663,text,true,,617,278,1200,1200,902,0,2
1528090288949,900,login,200,OK,REST 1-667,text,true,,617,278,1200,1200,899,0,1
1528090288953,898,login,200,OK,REST 1-671,text,true,,617,278,1200,1200,898,0,0
1528090288955,899,login,200,OK,REST 1-673,text,true,,617,278,1200,1200,899,0,0
1528090288958,899,login,200,OK,REST 1-677,text,true,,617,278,1200,1200,899,0,1
1528090288961,898,login,200,OK,REST 1-680,text,true,,617,278,1200,1200,898,0,0
1528090288963,899,login,200,OK,REST 1-682,text,true,,617,278,1200,1200,899,0,0
1528090288966,899,login,200,OK,REST 1-685,text,true,,617,278,1200,1200,899,0,1
1528090288969,899,login,200,OK,REST 1-688,text,true,,617,278,1200,1200,899,0,1
1528090288772,1124,login,200,OK,REST 1-500,text,true,,617,278,1200,1200,1124,0,1
1528090288972,926,get devices,200,OK,REST 1-87,text,true,,72212,624,1200,1200,920,0,1
1528090288977,921,login,200,OK,REST 1-696,text,true,,617,278,1200,1200,921,0,1
1528090288983,942,login,200,OK,REST 1-702,text,true,,617,278,1200,1200,942,0,1
1528090288980,947,get devices,200,OK,REST 1-90,text,true,,72212,624,1200,1200,941,0,1
1528090288985,943,login,200,OK,REST 1-705,text,true,,617,278,1200,1200,942,0,1
1528090288989,941,login,200,OK,REST 1-708,text,true,,617,278,1200,1200,941,0,0
1528090288991,942,login,200,OK,REST 1-711,text,true,,617,278,1200,1200,942,0,0
1528090288996,964,login,200,OK,REST 1-716,text,true,,617,278,1200,1200,964,0,3
1528090288582,1380,get devices,200,OK,REST 1-38,text,true,,72212,624,1200,1200,1374,0,1
1528090289000,962,login,200,OK,REST 1-719,text,true,,617,278,1200,1200,962,0,0
1528090289002,963,login,200,OK,REST 1-721,text,true,,617,278,1200,1200,963,0,1
1528090289005,963,login,200,OK,REST 1-724,text,true,,617,278,1200,1200,963,0,0
1528090289008,991,get devices,200,OK,REST 1-100,text,true,,72212,624,1200,1200,984,0,1
1528090289013,1008,login,200,OK,REST 1-731,text,true,,617,278,1200,1200,1008,0,1
1528090289011,1011,get devices,200,OK,REST 1-101,text,true,,72212,624,1200,1200,1005,0,1
1528090289016,1006,login,200,OK,REST 1-734,text,true,,617,278,1200,1200,1006,0,0
1528090289021,1029,login,200,OK,REST 1-740,text,true,,617,278,1200,1200,1029,0,1
1528090289019,1033,get devices,200,OK,REST 1-103,text,true,,72212,624,1200,1200,1027,0,1
1528090289027,1049,login,200,OK,REST 1-745,text,true,,617,278,1200,1200,1049,0,1
1528090289025,1053,get devices,200,OK,REST 1-106,text,true,,72212,624,1200,1200,1047,0,0
1528090289030,1048,login,200,OK,REST 1-748,text,true,,617,278,1200,1200,1048,0,0
1528090288683,1398,login,200,OK,REST 1-416,text,true,,617,278,1200,1200,1398,0,1
1528090288677,1406,login,200,OK,REST 1-410,text,true,,617,278,1200,1200,1406,0,1
1528090288690,1396,login,200,OK,REST 1-422,text,true,,617,278,1200,1200,1396,0,0
1528090289097,1033,login,200,OK,REST 1-801,text,true,,617,278,1200,1200,1020,0,1
1528090289107,1023,login,200,OK,REST 1-821,text,true,,617,278,1200,1200,1023,0,1
1528090288695,1435,login,200,OK,REST 1-428,text,true,,617,278,1200,1200,1435,0,1
